Student ID,Student Full Name,Department Name/Code,Joining Year,Graduation Year,Contact Email,Contact Phone Number,Date of Birth,Student Address,Student City,Academic Score %,Attendance %,Got Job Offer in Campus Placement,Job Offered by Company,Starting Campus Offer Value,Notes
3321,Yuvraj  Salvi,AI & ML Engineering (AIML),2017,2021,yuvrajsalvi16@gmail.com,00536217303,2002-03-03,"253, Varughese Zila, Udaipur 968684",Bhilai,79.3,81.4,No,,,No special remarks
3322,Vardaniya Arya,AI & ML Engineering (AIML),2016,2020,vardaniyaarya26@gmail.com,+916963872777,1999-02-17,"105, Chaudhuri Ganj, Raiganj-473563",Haridwar,92.7,81.5,No,,,No special remarks
3323,Aarna Cheema,AI & ML Engineering (AIML),2018,2022,aarnacheema26@gmail.com,09726361233,2002-11-09,"592, Brar Road, Pali 800518",Baranagar,92.3,99.0,Yes,TCS,1531156,Got job in campus placement
3324,Uthkarsh Bhavsar,AI & ML Engineering (AIML),2017,2021,uthkarshbhavsar66@gmail.com,5092227309,2000-09-21,"98/991, Tak Street, Ulhasnagar 921436",Sonipat,89.2,88.1,Yes,HCL,1525070,Got job in campus placement
3325,Baiju Gour,AI & ML Engineering (AIML),2017,2021,baijugour69@gmail.com,8585008566,2003-04-03,"06/608, Dani Zila, Shimoga 527236",Chittoor,87.5,81.0,Yes,Freshworks,1662249,Got job in campus placement
3326,Jayant Setty,AI & ML Engineering (AIML),2016,2020,jayantsetty79@gmail.com,+916704406765,1997-11-18,"66/478, Aggarwal Path, Jhansi-926768",Serampore,87.8,99.6,Yes,Freshworks,1571893,Got job in campus placement
3327,Anahita Halder,AI & ML Engineering (AIML),2016,2020,anahitahalder10@gmail.com,1211930176,2003-02-21,"02/36, Luthra Marg, Kanpur 815513",Bikaner,77.8,87.0,Yes,Mindtree,1636012,Got job in campus placement
3328,Aaryahi Buch,AI & ML Engineering (AIML),2017,2021,aaryahibuch98@gmail.com,+910773437982,2000-08-16,"163, Dara Ganj, Bhalswa Jahangir Pur 274261",Tadipatri,76.6,95.4,No,,,No special remarks
3329,Ishita Devi,AI & ML Engineering (AIML),2018,2022,ishitadevi33@gmail.com,01991307580,1998-02-16,"H.No. 672, Bajaj Ganj, Tumkur-818765",Noida,91.0,88.0,No,,,No special remarks
3330,Samarth Ranganathan,AI & ML Engineering (AIML),2018,2022,samarthranganathan40@gmail.com,4700402102,2002-04-22,"66, Randhawa Circle, Fatehpur 869684",Alappuzha,93.1,81.8,Yes,Mindtree,1598710,Got job in campus placement
3331,Darshit Chanda,AI & ML Engineering (AIML),2017,2021,darshitchanda30@gmail.com,4937665466,1997-12-11,"811, Gera Street, Aurangabad-114371",Tadepalligudem,84.6,81.6,Yes,HCL,1522909,Got job in campus placement
3332,Sana Dasgupta,AI & ML Engineering (AIML),2019,2023,sanadasgupta54@gmail.com,+910484754831,1998-08-11,"39/828, Kade Ganj, Bokaro 394149",Tinsukia,89.3,85.4,No,,,No special remarks
3333,Ayesha Som,AI & ML Engineering (AIML),2018,2022,ayeshasom84@gmail.com,09409485025,2000-03-24,"84/57, Jhaveri Zila, Pune-745307",Nandyal,92.5,93.7,No,,,No special remarks
3334,Anvi Sahni,AI & ML Engineering (AIML),2018,2022,anvisahni82@gmail.com,00619712720,2003-05-10,"39/479, Warrior Road, Kakinada 139773",Eluru,81.8,89.2,Yes,TCS,1585783,Got job in campus placement
3335,Lavanya Toor,AI & ML Engineering (AIML),2016,2020,lavanyatoor77@gmail.com,7126364127,2001-12-19,"H.No. 21, Dhar Road, Bhatpara-619354",Tiruchirappalli,75.1,84.6,Yes,Mindtree,1613852,Got job in campus placement
3336,Darshit Dhillon,AI & ML Engineering (AIML),2017,2021,darshitdhillon69@gmail.com,+910934503630,1997-12-09,"79/427, Chakrabarti Street, Srikakulam 569711",Rourkela,81.1,93.3,Yes,Freshworks,1582241,Got job in campus placement
3337,Veer Agarwal,AI & ML Engineering (AIML),2017,2021,veeragarwal32@gmail.com,+912525909226,1999-08-01,"194, Chadha Road, Moradabad 532473",Nagaon,93.9,83.5,Yes,HCL,1527755,Got job in campus placement
3338,Adira Bhattacharyya,AI & ML Engineering (AIML),2017,2021,adirabhattacharyya14@gmail.com,08721881031,1999-01-20,"508, Loke Road, Phagwara 202781",Bulandshahr,94.1,83.5,No,,,No special remarks
3339,Bhavin Chand,AI & ML Engineering (AIML),2016,2020,bhavinchand58@gmail.com,+913733027518,2001-11-11,"05/68, Sarma Nagar, Ballia-997780",Khandwa,75.3,83.0,Yes,TCS,1524004,Got job in campus placement
3340,Divij Chakrabarti,AI & ML Engineering (AIML),2018,2022,divijchakrabarti43@gmail.com,03328511932,1997-11-28,"238, Jayaraman Zila, Mysore 066939",Bulandshahr,78.9,91.6,Yes,HCL,1585016,Got job in campus placement
3341,Divit Cherian,AI & ML Engineering (AIML),2017,2021,divitcherian53@gmail.com,+914860922375,1998-11-16,"50/622, Rastogi Path, Sultan Pur Majra 626493",Dehradun,75.5,83.7,No,,,No special remarks
3342,Emir Kanda,AI & ML Engineering (AIML),2018,2022,emirkanda92@gmail.com,0838470559,1998-08-17,"90, Vasa Street, Thane-855267",Patna,94.3,95.3,No,,,No special remarks
3343,Myra Devi,AI & ML Engineering (AIML),2016,2020,myradevi49@gmail.com,+919285412401,1999-11-11,"H.No. 69, Rout Zila, Muzaffarnagar 777061",Buxar,86.0,91.5,Yes,Mindtree,1603116,Got job in campus placement
3344,Miraan Walia,AI & ML Engineering (AIML),2016,2020,miraanwalia70@gmail.com,+911604391950,1998-11-11,"15/924, Andra Path, Barasat-227963",Jaipur,84.5,86.0,No,,,No special remarks
3345,Taimur Bawa,AI & ML Engineering (AIML),2019,2023,taimurbawa40@gmail.com,1676165144,1997-11-26,"585, Swamy, Sasaram-042452",Morbi,92.9,89.5,Yes,Freshworks,1572635,Got job in campus placement
3346,Vritika Singh,AI & ML Engineering (AIML),2017,2021,vritikasingh40@gmail.com,+913439572005,2000-12-27,"76/57, Walla Path, Nagaon-878533",Uluberia,75.1,93.5,Yes,HCL,1546571,Got job in campus placement
3347,Vanya Tak,AI & ML Engineering (AIML),2018,2022,vanyatak15@gmail.com,0735345253,1998-10-29,"564, Sami Ganj, Bulandshahr-005232",Patna,89.4,99.1,Yes,Freshworks,1573373,Got job in campus placement
3348,Anya Dhaliwal,AI & ML Engineering (AIML),2018,2022,anyadhaliwal3@gmail.com,5263178951,2003-07-23,"41/965, Dhillon Ganj, Bhilai-916357",Guna,89.9,83.5,No,,,No special remarks
3349,Ryan Gill,AI & ML Engineering (AIML),2017,2021,ryangill48@gmail.com,07422541655,2001-07-13,"H.No. 559, Khosla Chowk, Kirari Suleman Nagar 071804",Dibrugarh,87.6,98.9,No,,,No special remarks
3350,Ivan Buch,AI & ML Engineering (AIML),2019,2023,ivanbuch77@gmail.com,+911604350871,2002-12-03,"H.No. 28, Chacko Road, Akola 938142",Amaravati,93.4,95.4,Yes,Freshworks,1586851,Got job in campus placement
3351,Dhanush Mangat,AI & ML Engineering (AIML),2018,2022,dhanushmangat83@gmail.com,7676018271,2002-07-16,"71/461, Chatterjee Street, Mira-Bhayandar-380165",Bettiah,82.1,82.9,Yes,Freshworks,1507477,Got job in campus placement
3352,Raunak Kari,AI & ML Engineering (AIML),2017,2021,raunakkari49@gmail.com,0046296386,1998-09-12,"42, Agrawal Path, Suryapet 025693",Barasat,93.5,96.5,Yes,Freshworks,1674569,Got job in campus placement
3353,Saira Bhattacharyya,AI & ML Engineering (AIML),2017,2021,sairabhattacharyya38@gmail.com,+912092495483,2002-09-04,"966, Hari Marg, Agartala 011291",Tezpur,94.7,84.6,No,,,No special remarks
3354,Nitya Dhar,AI & ML Engineering (AIML),2017,2021,nityadhar43@gmail.com,+915075407449,2001-06-21,"033, Sharaf Marg, Gopalpur-461325",Darbhanga,81.5,93.3,Yes,Freshworks,1559414,Got job in campus placement
3355,Navya Jani,AI & ML Engineering (AIML),2017,2021,navyajani22@gmail.com,06933204457,2001-12-17,"H.No. 167, Dara Road, Nashik 961085",Dharmavaram,78.5,93.6,No,,,No special remarks
3356,Nitya Dalal,AI & ML Engineering (AIML),2016,2020,nityadalal8@gmail.com,05976547889,2003-05-01,"90, Borra Chowk, Dharmavaram-841003",Pudukkottai,94.0,94.1,Yes,Mindtree,1614376,Got job in campus placement
3357,Kismat Chadha,AI & ML Engineering (AIML),2016,2020,kismatchadha4@gmail.com,3091588936,1998-07-06,"671, Ghose Zila, Jorhat-559447",Pondicherry,82.5,83.6,Yes,Mindtree,1601559,Got job in campus placement
3358,Miraya Roy,AI & ML Engineering (AIML),2017,2021,mirayaroy86@gmail.com,04589744956,2001-10-28,"055, Sachdev Road, Anantapur-214972",Vadodara,82.9,93.0,Yes,Mindtree,1664588,Got job in campus placement
3359,Devansh Ranganathan,AI & ML Engineering (AIML),2019,2023,devanshranganathan55@gmail.com,7124308679,1998-09-23,"H.No. 991, Toor Ganj, Bidar-924253",Eluru,82.7,84.2,No,,,No special remarks
3360,Priyansh Saraf,AI & ML Engineering (AIML),2017,2021,priyanshsaraf8@gmail.com,+914219807475,1999-04-18,"543, Chana Marg, Bhimavaram-213895",Uluberia,85.2,87.8,No,,,No special remarks
3361,Hansh Sen,AI & ML Engineering (AIML),2019,2023,hanshsen9@gmail.com,05663203670,2001-05-30,"77/20, Hayre Ganj, Sirsa-822402",Berhampur,81.1,98.4,Yes,Mindtree,1668813,Got job in campus placement
3362,Mishti Dani,AI & ML Engineering (AIML),2019,2023,mishtidani99@gmail.com,09510851369,2000-03-10,"65/94, Rastogi Zila, Madurai 472357",Ichalkaranji,83.1,93.2,Yes,HCL,1654128,Got job in campus placement
3363,Advik Kashyap,AI & ML Engineering (AIML),2019,2023,advikkashyap31@gmail.com,06893754952,2002-05-23,"268, Bava, Anantapur 127185",Chittoor,81.3,95.7,No,,,No special remarks
3364,Diya Iyer,AI & ML Engineering (AIML),2018,2022,diyaiyer47@gmail.com,1431918194,2000-01-14,"H.No. 518, Saraf Circle, Alwar 369656",Dehradun,80.2,86.0,No,,,No special remarks
3365,Tushar Mandal,AI & ML Engineering (AIML),2017,2021,tusharmandal52@gmail.com,3042685091,2000-08-24,"H.No. 94, Wable Ganj, Ahmedabad 288690",Aurangabad,87.8,86.3,Yes,Mindtree,1572479,Got job in campus placement
3366,Sara Solanki,AI & ML Engineering (AIML),2018,2022,sarasolanki53@gmail.com,+910705093379,2002-10-24,"43, Chaudhary Path, Panipat-280186",Udupi,89.4,80.4,Yes,Freshworks,1661487,Got job in campus placement
3367,Mehul Sachdeva,AI & ML Engineering (AIML),2018,2022,mehulsachdeva99@gmail.com,01281204865,1997-12-25,"61/51, Krishna Chowk, Pali 887790",Indore,94.9,80.1,Yes,HCL,1506213,Got job in campus placement
3368,Arhaan Chaudhary,AI & ML Engineering (AIML),2016,2020,arhaanchaudhary53@gmail.com,7641295606,1997-10-17,"67/09, Balay Road, Haridwar 610275",Warangal,80.3,90.4,No,,,No special remarks
3369,Yasmin Wason,AI & ML Engineering (AIML),2018,2022,yasminwason10@gmail.com,08623808643,1998-03-05,"91, Chaudhari Nagar, Ambattur-006025",Medininagar,94.9,88.1,No,,,No special remarks
3370,Urvi Kota,AI & ML Engineering (AIML),2018,2022,urvikota66@gmail.com,1577892264,1998-11-13,"10, Saini Nagar, Ajmer 355502",Ambala,87.5,93.0,No,,,No special remarks
3371,Tiya Thakkar,AI & ML Engineering (AIML),2017,2021,tiyathakkar56@gmail.com,05762483040,1999-02-16,"92/035, Bahri, Hazaribagh 154873",Mau,90.2,82.2,No,,,No special remarks
3372,Shamik Chakraborty,AI & ML Engineering (AIML),2018,2022,shamikchakraborty66@gmail.com,08011589065,2001-09-27,"37/05, Mahajan Marg, Gaya 558034",Davanagere,89.4,95.6,No,,,No special remarks
3373,Chirag Sastry,AI & ML Engineering (AIML),2018,2022,chiragsastry35@gmail.com,2254384524,2002-06-03,"765, Gupta Marg, Jalna 737955",Shivpuri,78.8,81.3,No,,,No special remarks
3374,Vaibhav Boase,AI & ML Engineering (AIML),2017,2021,vaibhavboase63@gmail.com,+910375745814,1998-09-16,"02, Toor, Bellary 987009",Kolhapur,81.9,81.5,No,,,No special remarks
3375,Eva Roy,AI & ML Engineering (AIML),2018,2022,evaroy55@gmail.com,1057823105,2003-08-04,"977, Kamdar Zila, Adoni 196881",Katni,83.6,83.0,Yes,Freshworks,1551792,Got job in campus placement
3376,Azad Balay,AI & ML Engineering (AIML),2016,2020,azadbalay26@gmail.com,6323000047,1999-10-07,"H.No. 90, Rana Circle, Madhyamgram-437947",Morbi,88.3,92.8,No,,,No special remarks
3377,Anya Din,AI & ML Engineering (AIML),2018,2022,anyadin53@gmail.com,01269018504,2001-04-05,"H.No. 95, Gour Marg, Kota 741417",Warangal,81.6,93.1,No,,,No special remarks
3378,Chirag Kurian,AI & ML Engineering (AIML),2016,2020,chiragkurian71@gmail.com,01883585751,1997-09-14,"66/84, Chakraborty Road, Rajkot 316472",Cuttack,94.4,83.8,Yes,Mindtree,1550002,Got job in campus placement
3379,Ojas Mandal,AI & ML Engineering (AIML),2019,2023,ojasmandal31@gmail.com,05932530816,1999-01-20,"H.No. 99, Batta Marg, Dharmavaram 453780",Jalgaon,93.7,94.5,Yes,HCL,1637580,Got job in campus placement
3380,Jayesh Mander,AI & ML Engineering (AIML),2016,2020,jayeshmander47@gmail.com,0344770857,1999-02-18,"92/79, Mahajan Chowk, Ghaziabad 979143",Ongole,77.8,98.8,No,,,No special remarks
3381,Yakshit Sura,AI & ML Engineering (AIML),2017,2021,yakshitsura17@gmail.com,9786177805,2003-06-19,"H.No. 06, Manda Road, Loni-532743",Bihar Sharif,79.8,98.5,Yes,Mindtree,1594408,Got job in campus placement
3382,Abram Ramachandran,AI & ML Engineering (AIML),2019,2023,abramramachandran87@gmail.com,+915207196647,1997-12-23,"H.No. 176, Bhakta Ganj, Karaikudi 653788",Bidhannagar,86.4,92.6,Yes,HCL,1636480,Got job in campus placement
3383,Vihaan Bajwa,AI & ML Engineering (AIML),2016,2020,vihaanbajwa18@gmail.com,+918293917552,1997-10-03,"H.No. 09, Dara Path, Mango-979710",Madhyamgram,76.7,96.0,No,,,No special remarks
3384,Urvi Trivedi,AI & ML Engineering (AIML),2016,2020,urvitrivedi15@gmail.com,+915076968952,2002-02-27,"H.No. 39, Sidhu Nagar, Chennai-094379",Ramagundam,79.2,87.1,Yes,HCL,1547678,Got job in campus placement
3385,Jivin Sarin,AI & ML Engineering (AIML),2018,2022,jivinsarin85@gmail.com,08011239255,2000-08-19,"11/165, Chawla Chowk, Sri Ganganagar-568764",Madurai,93.0,94.6,No,,,No special remarks
3386,Ishaan Rege,AI & ML Engineering (AIML),2019,2023,ishaanrege84@gmail.com,+915972604963,2000-06-15,"H.No. 87, Goswami Circle, Gulbarga 623622",Bharatpur,80.3,93.6,Yes,Freshworks,1611463,Got job in campus placement
3387,Chirag Majumdar,AI & ML Engineering (AIML),2018,2022,chiragmajumdar69@gmail.com,7648347305,2000-10-03,"H.No. 723, Rama, Katihar-899216",Suryapet,93.2,86.9,Yes,TCS,1642417,Got job in campus placement
3388,Emir Mall,AI & ML Engineering (AIML),2019,2023,emirmall32@gmail.com,01395880754,2001-05-28,"26/637, Tara Nagar, Firozabad-139198",Gulbarga,80.1,86.1,Yes,HCL,1638595,Got job in campus placement
3389,Prisha Kalita,AI & ML Engineering (AIML),2018,2022,prishakalita87@gmail.com,07471453622,2002-08-28,"H.No. 053, Acharya Chowk, Kota 006550",Kollam,91.5,97.4,Yes,HCL,1558666,Got job in campus placement
3390,Saksham Venkataraman,AI & ML Engineering (AIML),2019,2023,sakshamvenkataraman35@gmail.com,+914083077673,1998-03-03,"467, Tella, Nellore-146663",Karaikudi,95.0,89.1,No,,,No special remarks
3391,Bhavin Ranganathan,AI & ML Engineering (AIML),2018,2022,bhavinranganathan71@gmail.com,+910134788031,2003-05-29,"868, Taneja Ganj, Rohtak 674663",Thrissur,82.8,86.2,No,,,No special remarks
3392,Himmat Lad,AI & ML Engineering (AIML),2016,2020,himmatlad76@gmail.com,08998778194,2001-12-28,"39, Lalla Street, Silchar 001033",Farrukhabad,84.0,81.3,Yes,Mindtree,1549800,Got job in campus placement
3393,Hiran Gaba,AI & ML Engineering (AIML),2019,2023,hirangaba10@gmail.com,6702183563,2000-11-22,"46/83, Yohannan Street, Vadodara-028182",Mumbai,85.3,98.1,Yes,TCS,1545496,Got job in campus placement
3394,Yasmin Sha,AI & ML Engineering (AIML),2019,2023,yasminsha28@gmail.com,+910593963903,2003-03-04,"H.No. 71, Shere Street, Kurnool-234357",Hubli–Dharwad,75.2,97.3,Yes,HCL,1682918,Got job in campus placement
3395,Vedika Sridhar,AI & ML Engineering (AIML),2019,2023,vedikasridhar19@gmail.com,9280595003,1999-07-17,"H.No. 66, Cherian Ganj, Bijapur 782159",Kurnool,92.0,89.1,No,,,No special remarks
3396,Neysa Deol,AI & ML Engineering (AIML),2017,2021,neysadeol63@gmail.com,03127620414,1998-07-17,"H.No. 847, Wali Marg, Avadi-291004",Nandyal,83.3,95.6,Yes,Freshworks,1584363,Got job in campus placement
3397,Nayantara Sankaran,AI & ML Engineering (AIML),2018,2022,nayantarasankaran34@gmail.com,2108250337,2003-02-12,"H.No. 275, Bansal Ganj, Thrissur-468940",Kollam,90.2,87.9,Yes,TCS,1506438,Got job in campus placement
3398,Aradhya Hora,AI & ML Engineering (AIML),2017,2021,aradhyahora63@gmail.com,+919472001641,1998-05-13,"19/66, Verma Ganj, Thoothukudi 718965",Bhind,89.5,80.7,Yes,Mindtree,1502836,Got job in campus placement
3399,Samiha Sastry,AI & ML Engineering (AIML),2018,2022,samihasastry70@gmail.com,5318701218,1999-05-02,"H.No. 12, Kale, Jodhpur 519975",Bhilai,85.0,84.6,Yes,TCS,1564249,Got job in campus placement
3400,Nayantara Maharaj,AI & ML Engineering (AIML),2018,2022,nayantaramaharaj62@gmail.com,06733645571,2003-05-16,"H.No. 647, Joshi Path, Bidar 156799",Ahmedabad,90.5,95.2,No,,,No special remarks
3401,Anahi Yadav,AI & ML Engineering (AIML),2019,2023,anahiyadav54@gmail.com,07919086783,1997-10-11,"H.No. 194, Kuruvilla Path, Aurangabad-127324",Udupi,92.9,94.8,Yes,Freshworks,1541326,Got job in campus placement
3402,Priyansh Verma,AI & ML Engineering (AIML),2017,2021,priyanshverma17@gmail.com,9570990679,1997-12-21,"H.No. 66, Majumdar Marg, Sasaram-211210",Darbhanga,89.7,92.2,Yes,HCL,1682912,Got job in campus placement
3403,Siya Sankaran,AI & ML Engineering (AIML),2019,2023,siyasankaran71@gmail.com,07699048511,2000-07-09,"H.No. 264, Dave Marg, Kirari Suleman Nagar 962753",Srinagar,90.8,95.9,No,,,No special remarks
3404,Nirvaan Buch,AI & ML Engineering (AIML),2019,2023,nirvaanbuch91@gmail.com,+919417629626,2003-04-20,"H.No. 123, Srivastava, Bharatpur 036589",Hubli–Dharwad,84.4,82.5,No,,,No special remarks
3405,Zoya Thaker,AI & ML Engineering (AIML),2016,2020,zoyathaker33@gmail.com,9255679447,1999-09-23,"H.No. 85, Chauhan Street, Vijayawada-183708",Jehanabad,75.3,92.5,No,,,No special remarks
3406,Pari Sarma,AI & ML Engineering (AIML),2016,2020,parisarma94@gmail.com,4177433218,1998-08-24,"01, Datta, Burhanpur-946699",Mango,87.6,90.3,Yes,HCL,1592634,Got job in campus placement
3407,Devansh Mani,AI & ML Engineering (AIML),2016,2020,devanshmani59@gmail.com,01277644818,2000-08-17,"H.No. 459, Bajaj Nagar, Bilaspur 020137",Katni,92.2,91.9,Yes,TCS,1642249,Got job in campus placement
3408,Aradhya Dayal,AI & ML Engineering (AIML),2017,2021,aradhyadayal73@gmail.com,+918435355291,2000-01-05,"53/90, Tara Zila, Rajpur Sonarpur-423423",Lucknow,86.8,97.2,Yes,Freshworks,1505244,Got job in campus placement
3409,Amani Tata,AI & ML Engineering (AIML),2017,2021,amanitata53@gmail.com,+916871852984,1998-12-18,"42, Salvi Street, Udupi-838420",Bhind,80.0,89.3,Yes,Mindtree,1573297,Got job in campus placement
3410,Aarush Chahal,AI & ML Engineering (AIML),2016,2020,aarushchahal75@gmail.com,05293491870,2002-08-15,"H.No. 11, Chander Path, Kota-480209",Bhubaneswar,85.6,94.4,Yes,Freshworks,1561431,Got job in campus placement
3411,Bhamini Chokshi,AI & ML Engineering (AIML),2019,2023,bhaminichokshi6@gmail.com,2198231046,2001-10-06,"H.No. 28, Lala Nagar, Panihati-724467",Vijayanagaram,93.0,91.2,Yes,TCS,1623522,Got job in campus placement
3412,Lavanya Srinivas,AI & ML Engineering (AIML),2019,2023,lavanyasrinivas69@gmail.com,+915878258906,1999-05-23,"53, Mall Ganj, Jalgaon 793894",Sirsa,89.4,85.6,Yes,Mindtree,1608061,Got job in campus placement
3413,Krish Saran,AI & ML Engineering (AIML),2017,2021,krishsaran85@gmail.com,+917911728787,1997-12-05,"H.No. 587, Setty Ganj, Chandrapur-093998",Mango,93.4,82.5,Yes,Freshworks,1601495,Got job in campus placement
3414,Damini Bhavsar,AI & ML Engineering (AIML),2018,2022,daminibhavsar4@gmail.com,+915345771585,1998-10-08,"H.No. 48, Gour Road, Bathinda 692121",Sirsa,91.6,95.0,Yes,HCL,1502569,Got job in campus placement
3415,Veer Singhal,AI & ML Engineering (AIML),2018,2022,veersinghal35@gmail.com,02101854493,2003-03-08,"H.No. 118, Golla Ganj, Bhilwara-935182",Muzaffarnagar,81.7,96.0,Yes,HCL,1546323,Got job in campus placement
3416,Vivaan Tara,AI & ML Engineering (AIML),2019,2023,vivaantara92@gmail.com,02998401985,2003-02-26,"709, Brar Street, Jehanabad-120724",Coimbatore,79.5,94.5,No,,,No special remarks
3417,Heer Subramanian,AI & ML Engineering (AIML),2018,2022,heersubramanian70@gmail.com,02586065957,2000-02-26,"889, Dave Street, Haridwar-358322",Nadiad,88.7,88.1,Yes,HCL,1517542,Got job in campus placement
3418,Lakshit Thakkar,AI & ML Engineering (AIML),2018,2022,lakshitthakkar63@gmail.com,09989130361,2002-06-08,"08, Krish, Tiruvottiyur-177699",Jaipur,86.9,97.4,Yes,TCS,1543705,Got job in campus placement
3419,Rohan Sachdev,AI & ML Engineering (AIML),2019,2023,rohansachdev90@gmail.com,8817360777,2003-01-16,"H.No. 360, Sachar Path, Bhimavaram 496579",Ludhiana,89.6,90.0,Yes,TCS,1495786,Got job in campus placement
3420,Mishti Mand,AI & ML Engineering (AIML),2018,2022,mishtimand9@gmail.com,8894720226,1998-11-22,"H.No. 451, Bandi Path, Sasaram 417371",Ichalkaranji,77.9,81.0,No,,,No special remarks
3421,Elakshi Sodhi,AI & ML Engineering (AIML),2019,2023,elakshisodhi29@gmail.com,+914351881899,1998-05-23,"42, Golla Zila, Dhule-855746",Adoni,84.4,99.0,No,,,No special remarks
3422,Siya Savant,AI & ML Engineering (AIML),2019,2023,siyasavant8@gmail.com,02609024295,2002-03-02,"70/36, Baral Ganj, Aurangabad-464155",Hyderabad,92.6,87.5,Yes,HCL,1653243,Got job in campus placement
3423,Zaina Bhatnagar,AI & ML Engineering (AIML),2017,2021,zainabhatnagar35@gmail.com,0599316642,2000-01-17,"H.No. 888, Khalsa Street, Ratlam-114353",Kalyan-Dombivli,94.6,82.1,Yes,Freshworks,1582943,Got job in campus placement
3424,Charvi Chandran,AI & ML Engineering (AIML),2018,2022,charvichandran39@gmail.com,03267031991,1998-10-26,"90/15, Rege Chowk, Khandwa 927545",Dewas,90.0,97.9,No,,,No special remarks
3425,Kanav Sood,AI & ML Engineering (AIML),2019,2023,kanavsood16@gmail.com,7228436017,1997-11-27,"308, Dasgupta Nagar, Morbi-998219",Shahjahanpur,84.0,81.6,No,,,No special remarks
3426,Trisha Amble,AI & ML Engineering (AIML),2017,2021,trishaamble14@gmail.com,4532383858,1999-12-28,"56/091, Keer Circle, Proddatur-758249",Aligarh,78.6,98.5,Yes,Freshworks,1686822,Got job in campus placement
3427,Prisha Ranganathan,AI & ML Engineering (AIML),2019,2023,prisharanganathan72@gmail.com,1558820774,2001-08-03,"H.No. 445, Dayal Ganj, Siwan-836391",Bangalore,90.5,95.0,Yes,Mindtree,1633507,Got job in campus placement
3428,Madhup Dugar,AI & ML Engineering (AIML),2016,2020,madhupdugar54@gmail.com,+918465192869,1998-02-11,"H.No. 561, Talwar Street, Gudivada-827677",Sikar,75.3,96.2,No,,,No special remarks
3429,Mohanlal Dhaliwal,AI & ML Engineering (AIML),2017,2021,mohanlaldhaliwal32@gmail.com,09840836776,2001-07-03,"H.No. 100, Loyal Zila, Dhanbad-921053",Bhavnagar,90.6,91.6,Yes,Freshworks,1559922,Got job in campus placement
3430,Aniruddh Balasubramanian,AI & ML Engineering (AIML),2018,2022,aniruddhbalasubramanian99@gmail.com,05278158633,2000-12-24,"H.No. 451, Roy Marg, Kumbakonam 241631",Miryalaguda,91.4,96.9,No,,,No special remarks
3431,Badal Ghose,AI & ML Engineering (AIML),2019,2023,badalghose75@gmail.com,0890689882,2002-04-12,"32/498, Dewan Road, Bidhannagar 164145",Shivpuri,77.0,80.8,Yes,TCS,1495544,Got job in campus placement
3432,Samiha Borra,AI & ML Engineering (AIML),2018,2022,samihaborra89@gmail.com,+916193069721,2001-12-19,"85/54, Chaudhry Path, Nangloi Jat-262318",Ujjain,93.3,99.5,No,,,No special remarks
3433,Rohan Swaminathan,AI & ML Engineering (AIML),2017,2021,rohanswaminathan7@gmail.com,01304469320,2001-05-01,"22/645, Vig, Madanapalle-939348",Nellore,78.8,89.8,Yes,HCL,1568389,Got job in campus placement
3434,Kabir Barman,AI & ML Engineering (AIML),2016,2020,kabirbarman46@gmail.com,4900561336,1999-02-20,"73/813, Hayer Ganj, Bhatpara-890699",Kirari Suleman Nagar,92.6,98.3,Yes,HCL,1561596,Got job in campus placement
3435,Aaina Verma,AI & ML Engineering (AIML),2016,2020,aainaverma13@gmail.com,+913125962921,1999-01-04,"20/306, Kothari Nagar, Davanagere 741542",Kolkata,76.2,88.6,No,,,No special remarks
3436,Zaina Wali,AI & ML Engineering (AIML),2016,2020,zainawali54@gmail.com,04196903122,2001-09-05,"H.No. 31, Bahl Street, Naihati-218479",Karaikudi,76.5,99.1,Yes,Mindtree,1596872,Got job in campus placement
3437,Rasha Bhagat,AI & ML Engineering (AIML),2017,2021,rashabhagat76@gmail.com,+911628791148,2003-08-25,"H.No. 679, Biswas Circle, Bhiwani-216074",Orai,84.5,81.3,Yes,Mindtree,1638250,Got job in campus placement
3438,Vivaan Ramakrishnan,AI & ML Engineering (AIML),2019,2023,vivaanramakrishnan16@gmail.com,+915263496628,2003-01-29,"722, Arora Nagar, Naihati-059394",Dewas,91.6,88.1,No,,,No special remarks
3439,Hridaan Chauhan,AI & ML Engineering (AIML),2019,2023,hridaanchauhan58@gmail.com,+919043435834,2002-12-22,"629, Datta Nagar, Sambhal 455969",Sultan Pur Majra,88.6,92.3,Yes,Mindtree,1594912,Got job in campus placement
3440,Jayan Sani,AI & ML Engineering (AIML),2018,2022,jayansani80@gmail.com,02456455256,1997-10-12,"69/022, Behl Zila, Hospet 722476",Nashik,82.9,90.8,Yes,TCS,1534292,Got job in campus placement
3441,Stuvan Kalita,AI & ML Engineering (AIML),2019,2023,stuvankalita49@gmail.com,09972051308,2002-02-16,"85/63, Borah Road, Ambattur-875019",Bharatpur,90.1,81.2,Yes,Freshworks,1575559,Got job in campus placement
3442,Prisha Datta,AI & ML Engineering (AIML),2016,2020,prishadatta92@gmail.com,+911438307230,2000-03-28,"10/073, Kadakia Ganj, Thiruvananthapuram-366156",Ramagundam,80.4,86.7,Yes,Mindtree,1526764,Got job in campus placement
